Problem_number,Catogery,Problem_details
399,dfs,http://codeforces.com/contest/794/problem/D (5) //NICE! Right done dfs
400,dfs,http://codeforces.com/contest/802/problem/K (5) //Slightly DP-like (NICE) TREE
401,dfs,http://codeforces.com/contest/813/problem/C (3) //Simply 2 DFS: NICE + EASY
402,dfs,"http://codeforces.com/contest/841/problem/D (4) //DFS while tracking ""next"""
403,dfs,http://codeforces.com/contest/845/problem/G (5) //Keep track of cycles
404,dfs,"http://codeforces.com/contest/844/problem/E (5) //Post-Order → line, Connect i → N-2: star"
405,dfs,http://www.spoj.com/problems/CAC/ (5) //VERY NICE! — Find all cycles in cactus
406,dfs,http://codeforces.com/contest/849/problem/C (3) //State search by gauss
407,dfs,http://codeforces.com/contest/846/problem/E (5) //NICE: DFS + some overflow logic
408,dfs,http://www.spoj.com/problems/KOZE/ (3) //NICE: Floods
409,dfs,http://www.spoj.com/problems/RIOI_2_3/ (4) //DFS /OR/ BFS /OR/ DSU [NICE][EASY][BF]
410,dfs,http://www.spoj.com/problems/MAKEMAZE/ (3) //EASY — Simple dfs on grid 
411,dfs,http://codeforces.com/contest/861/problem/F (5) //VERY NICE: Modify dfs tree so it remains connected
412,dfs,http://www.spoj.com/problems/GHOSTS/ (3) //NICE — must remain dag after each QR
413,dfs,http://www.spoj.com/problems/AMR10J/ (5) //VERY NICE! — DFS+DP [DAG with cycles]
414,dfs,http://codeforces.com/contest/24/problem/A (2)//NICE [DFS-ON-CYCLE]
415,dfs,http://codeforces.com/contest/29/problem/C (3) //Find begining/end of line (graph)
416,dfs,http://codeforces.com/contest/29/problem/D (4) //Tree [implementation][simulation]
417,digits,http://www.spoj.com/problems/PR003004/ (4) //Simple digits count
418,digits,http://codeforces.com/contest/770/problem/B (3) //max num max digsum
419,dijkstra,http://www.spoj.com/problems/ADATRIP/
420,dijkstra,http://codeforces.com/gym/101666 D //[NICE]
421,dijkstra,http://codeforces.com/contest/144/problem/D (4) //[VERY NICE][IFS]
422,dijkstra,http://www.spoj.com/problems/ADRABR/ (3) //Classical dijkstra — bad statement
423,dijkstra,http://codeforces.com/contest/141/problem/D (5) //[NICE]Many Conditions
424,dijkstra,6583 Subway (5) //[NICE]//Not exactly dijkstra by slightly similar [IMPLEMENTATION]
425,dijkstra,3850 [LA]
426,dijkstra,Gym 100625D [2013 Benelux Algorithm Programming Contest (BAPC 13)]
427,dijkstra,UVA 12950
428,dijkstra,Gym 100753A [2015 German Collegiate Programming Contest (GCPC 15) + POI 10-T3]
429,dijkstra,UVA 13030
430,dijkstra,UVA 1027
431,dijkstra,UVA 11377
432,dijkstra,http://codeforces.com/problemset/problem/843/D
433,dijkstra,11813 UVA
434,dijkstra,Gym 101242B [2016 ACM-ICPC World Finals] //+DP
435,dijkstra,Gym 100923B [2015 ACM National Contest Romania — Round 1]
436,dijkstra,UVA 11833
437,dijkstra,http://www.spoj.com/problems/EZDIJKST/en/
438,dijkstra,LightOJ 1019
439,dijkstra,UVA 13010 //+TS
440,dijkstra,2819 [LA]
441,dijkstra,UVA 12144
442,dijkstra,http://codeforces.com/contest/716/problem/D 7
443,dijkstra,12047 UVA 4
444,dijkstra,11514 UVA 4
445,dijkstra,http://codeforces.com/contest/757/problem/F 7
446,dijkstra,11338 UVA (4)
447,dijkstra,11374 UVA (4)
448,dijkstra,11097 UVA (4) //Divide to N*1000 nodes and go!
449,dijkstra,13172 UVA (5) //6*DJ per query + permutations
450,dijkstra,10816 UVA (4) //Easy Linear-Search by answer + DJ with path
451,dijkstra,http://codeforces.com/contest/827/problem/F 7 //Very nice — Even&Odd 
452,dijkstra,http://www.spoj.com/problems/DELIVER/ (5) //Normalize coordinates + Optimalize
453,dijkstra,http://www.spoj.com/problems/CCHESS/ (4) //Dijkstra as knight
454,divide_conquer,8257 — Factor-Free Tree LA //[VERY VERY NICE][PRIMES][FACTOR]
455,divide_conquer,https://www.urionlinejudge.com.br/judge/en/problems/view/1683 (4) //RAW histogram
456,divide_conquer,http://codeforces.com/contest/817/problem/D (5) //Very nice NlogN
457,divide_conquer,http://www.spoj.com/problems/DYNACON2/ (8) //Lesser hell — offline Nlog(N) /or/ NlogN^2
458,divide_conquer,http://codeforces.com/contest/876/problem/F (5) //VERY NICE — Find greatest + next/back functions
459,divisors,http://codeforces.com/gym/101840 D //[EVENTS][NICE]
460,divisors,http://codeforces.com/gym/101741/problem/F (6) //[NICE][PROBABILITY][GCD]
461,divisors,http://www.spoj.com/problems/FRNDAM/ (3) //Simply find sum of all divisors (low constraints)
462,divisors,http://codeforces.com/contest/920/problem/F (5) //[NICE][FAST FALL][SET][DIVISORS]
463,divisors,7726 A Simple Math Problem (4) //TLE if naive (consider only divisors)
464,divisors,http://codeforces.com/contest/112/problem/D (4) //[NICE] Last-position [FACTOR]
465,divisors,http://codeforces.com/contest/75/problem/C (3) //[NICE][BS]
466,divisors,LightOJ 1068
467,divisors,LightOJ 1134
468,divisors,Project Euler #95: Amicable chains
469,divisors,NAJ0001 — Divisible Number Sum [SPOJ]
470,divisors,http://www.spoj.com/problems/LCMSUM/
471,divisors,https://www.hackerrank.com/contests/101hack38/challenges/easy-gcd-1/problem
472,divisors,UVA 13085
473,divisors,http://www.spoj.com/problems/CDRSANJ/
474,divisors,http://www.spoj.com/problems/DIVSEQ/
475,divisors,UVA 12154
476,divisors,UVA 13058
477,divisors,http://www.spoj.com/problems/EC_DIVS/
478,divisors,https://www.codechef.com/problems/CHEFKEY
479,divisors,http://codeforces.com/problemset/problem/671/C
480,divisors,"Gym 101411G [2009-2010 ACM-ICPC, NEERC, Western Subregional Contest]"
481,divisors,http://codeforces.com/problemset/problem/831/F
482,divisors,http://codeforces.com/problemset/problem/839/D
483,divisors,12934 — Factorial Division [UVA]
484,divisors,UVA 10880
485,divisors,http://www.spoj.com/problems/PSTR/
486,divisors,http://codeforces.com/problemset/problem/27/E
487,divisors,[LA] 3014
488,divisors,UVA 12843
489,divisors,https://www.urionlinejudge.com.br/judge/en/problems/view/1164
490,divisors,http://codeforces.com/problemset/problem/803/F
491,divisors,10892 — LCM Cardinality
492,divisors,http://www.spoj.com/problems/GCDEX/
493,divisors,http://www.spoj.com/problems/INVDIV/
494,divisors,13083 — Yet another GCDSUM //ll
495,divisors,http://www.spoj.com/problems/IITKWPCF/ //ll
496,divisors,UVA 13185
497,divisors,UVA 13194
498,divisors,UVA 11388
499,divisors,http://www.spoj.com/problems/SAS002/
500,divisors,12425 — Best Friend
501,divisors,http://codeforces.com/problemset/problem/703/E
502,divisors,https://www.hackerearth.com/problem/algorithm/harry-gets-into-infy/
503,divisors,UVA 10830 //SUM
504,divisors,http://www.spoj.com/problems/DIVSUM/en/ //SUM
505,divisors,http://www.spoj.com/problems/AFS/ //SUM
506,divisors,UVA 11526 //SUM
507,dp,http://www.spoj.com/problems/ADAZOO/
508,dp,http://www.spoj.com/problems/ADASEQEN/
509,dp,http://www.spoj.com/problems/ADAMOLD/
510,dp,http://www.spoj.com/problems/ADASALE/
511,dp,http://codeforces.com/gym/101889 E
512,dp,http://codeforces.com/gym/101808/problem/D (7) //[NICE][OPTIMISATION][EFFICIENCY]
513,dp,http://codeforces.com/gym/101666 I
514,dp,http://codeforces.com/gym/101840 A //Doubles
515,dp,DevSkills 475: Bunty's Xor Game (4) //[BITS][GAME THEORY]
516,dp,https://www.devskill.com/CodingProblems/ViewProblem/489 (5) //[NICE][FACTORISATION]
517,dp,DevSkills 534 (4) //[BITSET][COMBINATIONS]
518,dp,http://codeforces.com/gym/101650 D //Not hard — more coding + printing
519,dp,13286 — Ingredients (4) //[NICE][DAG] Classical
520,dp,8299 — Bricks (5) //[NICE][COMBINATORICS][SORTING]
521,dp,http://codeforces.com/contest/934/my (4) //Subsequence
522,dp,http://codeforces.com/contest/922/problem/E (5) //find max mana
523,dp,http://codeforces.com/contest/920/problem/D (4) //[NICE][KNAPSACK-MODULO][GREEDY]
524,dp,http://codeforces.com/contest/919/problem/D (4) //[NICE][DFS][CYCLE][DAG]
525,dp,http://codeforces.com/contest/914/problem/C (3) //[DIGITS][BINARY]
526,dp,http://codeforces.com/contest/913/problem/E (5) //[NICE][EXPRESSION]
527,dp,http://codeforces.com/contest/148/problem/E (5) //[DP][PREFIX SUM][GREED]
528,dp,http://www.spoj.com/problems/PALMKR/ (4) //Classical palindrome + print + lexicography
529,dp,http://codeforces.com/contest/146/problem/E (5) //[NICE][COMBINATORICS][OBSERVATION]
530,dp,http://codeforces.com/contest/909/problem/C (4) //[NICE][CLASSICAL][EASY]
531,dp,7785 — m-ary Partitions (4) //Combinatorics
532,dp,http://codeforces.com/contest/133/problem/E (4) //[IMPLEMENTATION]
533,dp,http://codeforces.com/contest/126/problem/D (5) //[NICE]//Decomposet DP//Own hash-map
534,dp,http://codeforces.com/contest/910/problem/B (3) //Or many other ways
535,dp,6154 RNA Secondary Structure (5) //[NICE] Unoptimal might work too
536,dp,https://arc087.contest.atcoder.jp/tasks/arc087_b (4) //[VERY NICE][OBSERVATION]
537,dp,http://codeforces.com/contest/903/problem/F (5) //[VERY NICE][BITMASK][BRUTE]
538,dp,http://codeforces.com/contest/903/problem/A (2) //Easy knapsack-like // Low constraints
539,dp,http://codeforces.com/contest/900/problem/E (4) //[NICE]//Patter-match: FFT or KMP or Brute-Force
540,dp,http://codeforces.com/contest/118/problem/D (3) //[COMBINATORICS][LOW-CONSTRAINTS]
541,dp,http://codeforces.com/contest/115/problem/E (5) //[VERY NICE][SEGMENT TREE]
542,dp,http://codeforces.com/contest/116/problem/D (3) //CLASSICAL[LOW-CONSTRAINTS]
543,dp,10128 Queue (uva) (4) //One possibility is bitmask — second combinatorics
544,dp,http://codeforces.com/contest/110/problem/C (3) //[EASY]// Greedy/math works too
545,dp,8078 — Bracket Sequence (4) //[VERY NICE][DP-LINKS]
546,dp,http://codeforces.com/contest/106/problem/C (3) //[NICE][EASY]
547,dp,http://codeforces.com/contest/895/problem/C (4) //[NICE]
548,dp,8024 Stack Construction (4) //[NICE] Palindromic style — but not exactly
549,dp,7708 — Cubes (6) //[MATH]
550,dp,http://codeforces.com/contest/888/problem/F (6) //[NICE][FLAG]
551,dp,http://www.spoj.com/problems/ACQUIRE/ (5) //[NICE][CH-OPT]
552,dp,http://codeforces.com/contest/319/problem/C (6) //[NICE][CH-OPT]
553,dp,http://www.spoj.com/problems/NKLEAVES/ (5) //[NICE][DC]
554,dp,http://codeforces.com/contest/76/problem/D (4) //[BITS][OVERFLOW]
555,dp,http://codeforces.com/contest/73/problem/C (4) //[NICE][EASY][TRY-ALL-LETTERS]
556,dp,http://codeforces.com/contest/67/problem/C (4) //[NICE][LEAVENSTEIN]
557,dp,http://codeforces.com/contest/67/problem/A (3) //[EASY][PRINTING][OTHER POSSIBLE WAYS]
558,dp,http://codeforces.com/contest/55/problem/D (5) //[NICE][DIGITS][EFFICIENT]
559,dp,http://codeforces.com/contest/56/problem/D (4) //String modification + printing [NICE]
560,dp,http://codeforces.com/contest/58/problem/E (6) //[NICE][IMPLEMENTATION]
561,dp,UVA 12181
562,dp,https://devskill.com/CodingProblems/ViewProblem/21
563,dp,https://devskill.com/CodingProblems/ViewProblem/37
564,dp,https://devskill.com/CodingProblems/ViewProblem/71
565,dp,https://devskill.com/CodingProblems/ViewProblem/103
566,dp,https://devskill.com/CodingProblems/ViewProblem/107
567,dp,https://devskill.com/CodingProblems/ViewProblem/115
568,dp,https://devskill.com/CodingProblems/ViewProblem/126
569,dp,https://devskill.com/CodingProblems/ViewProblem/131
570,dp,https://devskill.com/CodingProblems/ViewProblem/134
571,dp,https://devskill.com/CodingProblems/ViewProblem/174
572,dp,https://devskill.com/CodingProblems/ViewProblem/186
573,dp,https://devskill.com/CodingProblems/ViewProblem/201
574,dp,https://devskill.com/CodingProblems/ViewProblem/338
575,dp,https://devskill.com/CodingProblems/ViewProblem/368
576,dp,https://devskill.com/CodingProblems/ViewProblem/392
577,dp,https://devskill.com/CodingProblems/ViewProblem/399
578,dp,https://www.hackerrank.com/contests/world-codesprint-5/challenges/mining //Opti
579,dp,UVA 12915 //Opti
580,dp,UVA 12524 //Opti
581,dp,http://codeforces.com/problemset/problem/631/E //CH
582,dp,https://devskill.com/CodingProblems/ViewProblem/6
583,dp,https://devskill.com/CodingProblems/ViewProblem/11
584,dp,11552 UVA (3)
585,dp,12172 UVA (3)
586,dp,4507 LA (5)
587,dp,4510 LA (5) [+ geometry]
588,dp,12181 UVA (6)
589,dp,http://codeforces.com/contest/729/problem/F 6
590,dp,http://codeforces.com/contest/735/problem/E 9
591,dp,http://codeforces.com/contest/731/problem/E 5
592,dp,12030 UVA (4)
593,dp,http://codeforces.com/contest/721/problem/E 7
594,dp,http://codeforces.com/contest/742/problem/D 4
595,dp,12040 UVA (5)
596,dp,http://codeforces.com/contest/712/problem/D 5
597,dp,13162 UVA (6)
598,dp,http://codeforces.com/contest/743/problem/E 6
599,dp,11908 UVA (3)
600,dp,11932 UVA (4)
601,dp,http://codeforces.com/contest/745/problem/E (7)
602,dp,11806 UVA (4)
603,dp,http://codeforces.com/contest/747/problem/F (5)
604,dp,11843 UVA (4)
605,dp,http://codeforces.com/contest/752/problem/E (5)
606,dp,http://codeforces.com/contest/703/problem/E (7)
607,dp,11753 UVA (4)
608,dp,11725 UVA (5)
609,dp,http://codeforces.com/contest/722/problem/E (9)
610,dp,http://codeforces.com/contest/760/problem/F (8)
611,dp,11795 UVA (3)
612,dp,11654 UVA (4)
613,dp,11523 UVA (5)
614,dp,11404 UVA (4)
615,dp,11432 UVA (4)
616,dp,11451 UVA (4) //C==20 mistake in statement
617,dp,11301 UVA (4)
618,dp,http://codeforces.com/contest/762/problem/D 5
619,dp,11361 UVA (4) //digit DP
620,dp,11365 UVA (7)
621,dp,11391 UVA (4) //easy+implementation
622,dp,11394 UVA (3)
623,dp,11218 UVA (2)
624,dp,11125 UVA (4) //slightly implementation
625,dp,11076 UVA (3)
626,dp,11081 UVA (4) //3 string subsequences (beware of fail)
627,dp,http://codeforces.com/contest/678/problem/E (5) //bitset dp + probability
628,dp,http://codeforces.com/contest/766/problem/C (4)
629,dp,http://codeforces.com/contest/667/problem/C (3)
630,dp,http://www.spoj.com/problems/MOVIFAN/ (3)
631,dp,http://www.spoj.com/problems/ORDSUM23/ (3)
632,dp,http://www.spoj.com/problems/DIVSEQ/ (4) //N^3 (but better...) works fine
633,dp,http://codeforces.com/contest/633/problem/F (7) //Tree dp
634,dp,http://www.spoj.com/problems/ADJDUCKS/ (4) sort + pick 2-3 continous O(N)
635,dp,http://www.spoj.com/problems/JLNT/ (4) //pick 0 or 2 | 1e3*5e3
636,dp,http://www.spoj.com/problems/TPCPALIN/ (5) //500^3 works (3rd countable)
637,dp,http://www.spoj.com/problems/COLORSEG/ (4) //50^4==OK 50^4log(N)=TLE NICE
638,dp,http://www.spoj.com/problems/POWERCAR/ (3) //1e3*1e3*2 — follow rules
639,dp,http://www.spoj.com/problems/INGRED/ (5) //TSP-like [reduce + go]
640,dp,http://www.spoj.com/problems/BADXOR/ (4) //classical subsets
641,dp,http://www.spoj.com/problems/SPCO/ (5) //64*64*2 DP {OPT: prime O(1) + clear only half}
642,dp,"http://www.spoj.com/problems/WAYHOME/ (5) //NICE: 1) 1*1 b)12,1,**,2"
643,dp,http://www.spoj.com/problems/NFURY/ (2) //Minimal sum of squares
644,dp,http://www.spoj.com/problems/GDIL/ (3) //combinatorics
645,dp,http://codeforces.com/contest/791/problem/D (5) //Tree
646,dp,"http://codeforces.com/contest/791/problem/E (6) //V,K,X — pick any"
647,dp,http://codeforces.com/contest/789/problem/C (3)
648,dp,13176 (4) //N^6
649,dp,13179 (5) //NICE [Ath][Bth][TimeDiff]
650,dp,http://codeforces.com/contest/796/problem/E (6) //NICE: N*P*K*K (WC can't happen!)
651,dp,http://codeforces.com/contest/797/problem/E (4) //NICE: Almost BF-able (but care of low K)
652,dp,http://codeforces.com/contest/793/problem/D (3) //NICE & EASY: begin/end/actual/USED
653,dp,http://codeforces.com/contest/803/problem/E (4) //State search — many IF's (EASY)
654,dp,http://codeforces.com/contest/805/problem/F (7) //NICE: DP on tree + fast BF + hack
655,dp,http://codeforces.com/contest/808/problem/E (5) //NICE!
656,dp,http://codeforces.com/contest/811/problem/C (4) //Precalculate + DP (greedy thinking)
657,dp,10817 UVA 4 //Easy but slightly implementation
658,dp,10859 UVA 4 //Nice — on tree .. but for a reason small constrains
659,dp,10898 UVA 4 //Hash is lesser than 1e6 .. try everything
660,dp,"http://codeforces.com/contest/812/problem/B (3) //Not only DP, yet imho easiest ..many spec cases"
661,dp,http://codeforces.com/contest/813/problem/D (5) //VERY VERY NICE — N*N (none picked between a/b)
662,dp,http://codeforces.com/contest/814/problem/E 5 //VERY NICE — Harder imple: Combinatorics
663,dp,http://codeforces.com/problemset/problem/816/E (6) //NICE — Tree (hard 2C complexity)
664,dp,http://codeforces.com/contest/837/problem/D (5) //NICE — yet kinda pain [must be iterative]
665,dp,http://www.spoj.com/problems/AUT/ (4) //NICE — K is interesting ~ at most 1600
666,dp,http://www.spoj.com/problems/GNYR04C/ (3) //Easy — Nice idea [Big→ Low approach]
667,dp,http://www.spoj.com/problems/TIEROPE/ (4) //Process 2*L ~ otherwise pick BIG
668,dp,http://www.spoj.com/problems/IITKWPCE/ (4) //Palindromes [efficiency!] — NICE!
669,dp,IITKWPCD SPOJ (4) //+Slightly geometry 
670,dp,UVA 1496 //[Steiner's Tree] Very Nice (8)
671,dp,http://www.spoj.com/problems/LKS/ (3) //Classical knapsack
672,dp,http://www.spoj.com/problems/UOFTAE/ (3) //Easy & Sympatic DP
673,dp,http://www.spoj.com/problems/DCOWS/ (4) //Very NICE (sort + GO)
674,dp,http://www.spoj.com/problems/FARIDA/ (3) //Easy & Sympatic ((u+1) | Price+(u+2))
675,dp,http://www.spoj.com/problems/AU7_5/ (2) //EASY: dyn(n-1)+dyn(n-k-1)
676,dp,http://www.spoj.com/problems/NAIVELOK/ (4) //NICE [depalindromisation] 
677,dp,http://codeforces.com/contest/846/problem/C (4) //With print
678,dp,http://www.spoj.com/problems/CNT_LUCK/ (4) //Number (binary) dp [NICE] {ull care 0-1}
679,dp,"http://www.spoj.com/problems/MAY99_4/ (3) //Almost combinatoric Sub and 0/1,1/0"
680,dp,http://www.spoj.com/problems/GEEKOUNT/ (4) //Number dp
681,dp,http://www.spoj.com/problems/MUTDNA/ (4) // N*2 (turned?) [not sure if grd poss.]
682,dp,http://www.spoj.com/problems/RIOI_3_2/ (5) //VERY NICE (easy imple — Number Theory thinking)
683,dp,http://www.spoj.com/problems/MAXWOODS/ (3) //NICE [EASY][GRID]
684,dp,http://www.spoj.com/problems/DIEHARD/ (3) //Easy — prolly solvable by greedy (but dp is easier)
685,dp,http://www.spoj.com/problems/DCEPC810/ (4) //VERY VERY NICE — Subsequence 2pointers+2bools
686,dp,http://www.spoj.com/problems/EQ2/ (4) //NICE: Digit + Carry (from back) — iff-party
687,dp,http://www.spoj.com/problems/DCEPC501/ (3) //NICE & EASY
688,dp,http://www.spoj.com/problems/NUMTSN/ (4) //NICE — Thinking or Opti
689,dp,http://www.spoj.com/problems/GONE/ (4) //NICE & EASY [digits]
690,dp,http://www.spoj.com/problems/RAONE/ (4) //NICE & EASY [digits] — almost similar as above
691,dp,http://www.spoj.com/problems/STRSEQ/ (4) //VERY VERY NICE — Next-Function
692,dp,http://www.spoj.com/problems/MYQ8/ (4) //VERY NICE — 3x3 tic-tac-toe [implementation]
693,dp,http://codeforces.com/contest/859/problem/C (3) //Easy+Sympathic [PrefixSumOptional]
694,dp,http://codeforces.com/contest/859/problem/D (4) //NICE [Probabilities]
695,dp,http://www.spoj.com/problems/UNICA/ (4) //VERY NICE [Posibilities][Print][Classical]
696,dp,http://www.spoj.com/problems/KOPC12H/ (4) //NICE Digit-DP
697,dp,http://www.spoj.com/problems/DRACULA/ (4) //NICE Digit-DP (Both sides) — iterate by sum
698,dp,http://www.spoj.com/problems/ABCPATH/ (3) //DP over dfs (maybe without dp works too?)
699,dp,http://www.spoj.com/problems/BEHAPPY/ (2) //Easy one — low constraints
700,dp,http://www.spoj.com/problems/STRCOUNT/ (4) //No input (over bits)
701,dp,http://codeforces.com/contest/855/problem/B (2) //prolly not even necessary
702,dp,http://codeforces.com/contest/855/problem/C (4) //dp on tree
703,dp,http://codeforces.com/contest/855/problem/E (5) //VERY NICE — Digits & Bitmask & Query (learning!)
704,dp,http://www.spoj.com/problems/PAINTWAL/ (6) //VERY NICE — Imho hard (opti could beat)
705,dp,http://www.spoj.com/problems/ADFRUITS/ (3) //Very simple (substring == subsequence)
706,dp,http://www.spoj.com/problems/MAIN113/ (2) //NICE but somehow too low constraints
707,dp,http://www.spoj.com/problems/MAIN112/ (4) //NICE — Bitmask 
708,dp,http://codeforces.com/contest/864/problem/E (5) //VERY NICE — Sort 
709,dp,http://www.spoj.com/problems/NOVICE63/ (4) //NICE -On digits (binary)
710,dp,http://www.spoj.com/problems/TUG/ (3) //NICE + Observation {N>100 == YES}
711,dp,http://www.spoj.com/problems/DOMINO1/ (4) //Used map to solve it
712,dp,http://www.spoj.com/problems/NY10E/ (2) //Easy dp
713,dp,http://www.spoj.com/problems/MAIN72/ (3) //Easy knapsack
714,dp,http://www.spoj.com/problems/NOVICE43/ (2) //Unbelievably low constraints
715,dp,http://codeforces.com/contest/598/problem/E (4) //N^5 strategy works fine [VERY NICE]
716,dp,http://www.spoj.com/problems/CHAIR/ (3) //Maybe combinatorics too?
717,dp,http://www.spoj.com/problems/ACPC10D/ (3) //NICE — DAG traversal
718,dp,http://www.spoj.com/problems/CPCRC1C/ (4) //Digits dp (return pair)
719,dp,http://www.spoj.com/problems/BORW/ (3) //Inc+Dec sequence (small array)
720,dp,http://codeforces.com/problemset/problem/16/E (5) //Bitmask [NICE]
721,dp,http://codeforces.com/problemset/problem/18/E (5) //VERY NICE {no need for second iteration}
722,dp,http://codeforces.com/contest/2/problem/B (5) //NICE — 2/5 are in-fact independent
723,dp,http://codeforces.com/contest/4/problem/D (3) //Classical [FW works too] XY > xy
724,dp,http://codeforces.com/contest/6/problem/D (4) //NICE (N^4)
725,dp,http://codeforces.com/contest/321/problem/E (7) //VERY NICE — D&C Trick
726,dp,http://codeforces.com/contest/868/problem/F (8) //VERY VERY NICE D&C Trick — With MO Principal
727,dp,http://codeforces.com/contest/8/problem/C (5) //NICE — Masks [N*2^N]
728,dp,http://codeforces.com/contest/868/problem/E (8) //VERY NICE — HARD — on tree
729,dp,http://codeforces.com/contest/10/problem/D (4) //LCIS [NICE]
730,dp,http://codeforces.com/contest/13/problem/C (5) //NICE [sorting][only elements from array]
731,dp,http://codeforces.com/contest/17/problem/C (5) //[NICE][iterative-sparse][+idea]
732,dp,http://codeforces.com/contest/19/problem/B (4) //Knapsack (after good look)
733,dp,http://codeforces.com/contest/30/problem/C (4) //Probabilities + (slight)GEO
734,dp,http://codeforces.com/contest/31/problem/E (4) //[NICE]
735,dp,http://codeforces.com/contest/41/problem/D (4) //With printing
736,dsu,http://www.spoj.com/problems/ADABRANC/
737,dsu,http://codeforces.com/contest/915/problem/F (6) //[VERY NICE][SORTING]
738,dsu,http://codeforces.com/contest/141/problem/E (6) //[NICE][SPANNIG TREE]
739,dsu,7903 — Pandaria (7) //[VERY NICE][DSU][SORTING][MERGE][DFS]
740,dsu,http://codeforces.com/contest/110/problem/E (4) //[NICE][COMBINATORICS][TREE]
741,dsu,http://codeforces.com/contest/90/problem/E (5) //[NICE][DSU-LIKE-LINKS][SIMULATION]
742,dsu,http://codeforces.com/contest/87/problem/D (5) //[VERY NICE][SORTING][COMPRES][DFS]
743,dsu,http://codeforces.com/contest/884/problem/E (5) //[VERY NICE][MEMORY SPARSE]
744,dsu,http://codeforces.com/contest/60/problem/D (6) //[NICE][Pythagorean Triples][Gen over max!]
745,dsu,UVA 10947
746,dsu,UVA 12363
747,dsu,LA 3833 
748,dsu,http://codeforces.com/problemset/problem/742/D //+DP
749,dsu,UVA 10178
