Problem_number,Catogery,Problem_details
1598,MO,http://codeforces.com/problemset/problem/687/D
1599,MO,http://codeforces.com/problemset/problem/617/E
1600,MO,http://www.spoj.com/problems/DCEPCA09/
1601,MO,http://www.spoj.com/problems/COT2/
1602,MO,https://www.codechef.com/problems/DISTNUM3 //Tree + Update
1603,MO,https://toph.ws/p/distinct-dishting //Not sure if still working??
1604,MO,https://www.codechef.com/problems/CHEFNUMK
1605,MO,https://www.hackerearth.com/problem/algorithm/harry-gets-into-infy-1/description/
1606,MO,http://www.spoj.com/problems/COT/ (7) //ON TREE [but very tight TLE]
1607,MO,http://www.spoj.com/problems/GOT/ (5) //ON TREE 
1608,MO,http://www.spoj.com/problems/CPAIR2/ (4) //MO + Fenwick [VERY NICE]
1609,MO,http://www.spoj.com/problems/HRSIAM/ (5) //With updates
1610,MO,http://www.spoj.com/problems/KDOMINO/ (4) //NICE — Frequencies
1611,next,13257 — License Plates UVA //Brute-Force 26^3 queries in O(1)
1612,next,http://codeforces.com/contest/92/problem/C (3) //[VERY NICE]
1613,next,LightOJ 1157
1614,next,https://www.codechef.com/problems/ASTRING
1615,next,http://www.spoj.com/problems/MAIN8_E/
1616,next,http://codeforces.com/problemset/problem/701/C 
1617,next,http://www.spoj.com/problems/STRSEQ/ //+DP
1618,next,http://codeforces.com/problemset/problem/762/C
1619,next,http://codeforces.com/problemset/problem/724/D
1620,next,http://www.spoj.com/problems/SUBSN/ //+BS
1621,next,https://www.hackerrank.com/contests/world-codesprint-5/challenges/short-palindrome //+DP
1622,np-hard,http://www.spoj.com/problems/ADACROW
1623,np-hard,http://www.spoj.com/problems/ADAPARTY/
1624,np-hard,http://www.spoj.com/problems/ADAPARTI/
1625,np-hard,http://codeforces.com/gym/101666 G //[NICE][BURTE FORCE][OBSERVATION][SUBSETS]
1626,np-hard,http://codeforces.com/contest/907/problem/E (5) //[VERY NICE][CLIQUE][DP]
1627,np-hard,http://codeforces.com/contest/114/problem/B (3) //[CLIQUE][BRUTE-FORCE]
1628,np-hard,http://www.spoj.com/problems/JOHNNY/ //Not exact — points
1629,np-hard,http://www.spoj.com/problems/TAKIN/ (3) //[KNAPSACK][RECURSION]
1630,np-hard,http://codeforces.com/contest/839/problem/E (5) //NICE! Max-Clique
1631,np-hard,7743 — Cliques (Similar to ADAPARTI) (8) //Parametrisation
1632,np-hard,7616 Counting Cliques (4) //[NICE][CLIQUES][ELIMINATING-SETS]
1633,number_rectangle,UVA 10667 //Largest rectangle
1634,number_rectangle,UVA 10074 //Largest rectangle
1635,number_rectangle,UVA 836 //Largest rectangle
1636,number_rectangle,UVA 1330 //Largest rectangle
1637,number_rectangle,12192 UVA 5
1638,number_rectangle,http://codeforces.com/contest/729/problem/B 2
1639,number_rectangle,http://codeforces.com/contest/710/problem/C 4
1640,number_rectangle,11871 UVA 6
1641,number_rectangle,11617 UVA (3)
1642,number_rectangle,11573 UVA (4)
1643,number_rectangle,11499 UVA (5)
1644,number_rectangle,11230 UVA (4)
1645,number_rectangle,http://www.spoj.com/problems/JOCHEF/ (5) //NICE: Lagers rectange 0/1 O(N*M)
1646,number_theory,http://www.spoj.com/problems/ADAGCD/ [+STL]
1647,number_theory,http://www.spoj.com/problems/ADAHACK/
1648,number_theory,http://www.spoj.com/problems/ADADUNG/
1649,number_theory,http://www.spoj.com/problems/ADACAROT/
1650,number_theory,http://www.spoj.com/problems/ADACON/
1651,number_theory,http://www.spoj.com/problems/ADATAXES/
1652,number_theory,http://www.spoj.com/problems/ADADIG/
1653,number_theory,http://www.spoj.com/problems/ADASETS/
1654,number_theory,http://codeforces.com/gym/101808/problem/G (4) //[GCD][IF][LCM]
1655,number_theory,http://codeforces.com/gym/101666 L //[GREED][DP] Logarithms
1656,number_theory,http://codeforces.com/gym/101666 C //[NICE][GCD]
1657,number_theory,13287 — Shattered Cake (2) //Rectangle
1658,number_theory,http://codeforces.com/gym/101650 G //Graphs
1659,number_theory,http://codeforces.com/contest/934/problem/D (4) //Polynomials
1660,number_theory,8253 — Boss Battle LA 
1661,number_theory,http://codeforces.com/contest/919/problem/E (5) //[MODULAR-MATH]
1662,number_theory,http://codeforces.com/contest/149/problem/B (3) //Base to 10
1663,number_theory,http://codeforces.com/contest/148/problem/B (3) //[SIMULATION](math or bs)
1664,number_theory,http://codeforces.com/contest/148/problem/A (2) //[EASY][SIEVE][BRUTE-FOCE][LCM][IE]
1665,number_theory,http://www.spoj.com/problems/JGTLE/ (3) //Sum reduction
1666,number_theory,"http://www.spoj.com/problems/BAPM/ (3) //Simple power / Observe, rare colisions"
1667,number_theory,http://codeforces.com/contest/911/problem/C (2) //[Observation][Iff (or brute-froce)]
1668,number_theory,http://codeforces.com/contest/133/problem/B (2) //Bases + implementation
1669,number_theory,http://codeforces.com/contest/129/problem/A (1) //Parity
1670,number_theory,http://codeforces.com/contest/124/problem/D (4) 
1671,number_theory,http://codeforces.com/contest/125/problem/A (1) //mod/div simple — if
1672,number_theory,http://codeforces.com/contest/902/problem/D (4) //Polynomials / Fibonacci / Bitset
1673,number_theory,http://codeforces.com/contest/899/problem/D (4) //X99999 possibilities
1674,number_theory,http://codeforces.com/contest/899/problem/C (3) //[NICE][GREEDY KNAPSACK]
1675,number_theory,http://codeforces.com/contest/899/problem/A (1)
1676,number_theory,http://codeforces.com/contest/898/problem/A (1)
1677,number_theory,http://codeforces.com/gym/101620 {F}(4) //[IFS][INVERSE][CASES]
1678,number_theory,http://codeforces.com/contest/900/problem/D (4) //[NICE][DIVISORS][GCD][IE]
1679,number_theory,http://codeforces.com/contest/900/problem/B (2) //Cycles or Brute-force + Division
1680,number_theory,http://codeforces.com/contest/119/problem/A (2) //[EASY][GCD]
1681,number_theory,8014 — Birthday Pizza Party (4) //[NICE][OVERFLOW][LCM WITH SHIFT]
1682,number_theory,7629 — Powers (3) //One path is factorisation
1683,number_theory,8037 — Military Service (2) //Sample formula
1684,number_theory,8085 — Divisors (4) //[NICE][PRIMES/FACTORISATION/SIEVE]
1685,number_theory,6589 — Captain Obvious and the Rabbit-Man (7) //Sylvester's formula
1686,number_theory,6582 — Magical GCD (4) //[NICE] — Data structures works too
1687,number_theory,8000 — FizzBuzz (1)
1688,number_theory,https://devskill.com/CodingProblems/ViewProblem/421 (2) //6 buckets
1689,number_theory,http://codeforces.com/contest/93/problem/E (5) //[VERY NICE][DP][RECURSION]
1690,number_theory,http://codeforces.com/contest/86/problem/A (3) //[NICE] 50* is best (unless more digits)
1691,number_theory,http://codeforces.com/contest/83/problem/D (5) //[VERY NICE][PRIMES][BRUTE-FORE-2]
1692,number_theory,http://codeforces.com/contest/82/problem/A (2) //Simulation
1693,number_theory,http://codeforces.com/contest/74/problem/C (4) //gcd
1694,number_theory,http://codeforces.com/contest/76/problem/E (4) //Divide sumations [BF]
1695,number_theory,http://codeforces.com/contest/71/problem/C (3) //[EASY][NICE][BRUTE-FORCE][DIVISORS]
1696,number_theory,http://codeforces.com/contest/70/problem/A (2) //3^(N-1)
1697,number_theory,"http://codeforces.com/contest/43/problem/C (2) //Moduly by 3 {0/2+min(1,2)}"
1698,number_theory,http://codeforces.com/contest/50/problem/A (1) //[EASY]
1699,number_theory,http://codeforces.com/contest/61/problem/C (4) //Base conversion + roman
1700,number_theory,UVA 355 //bases conversion
1701,number_theory,2559 [LA] //Base conversion
1702,number_theory,https://www.codechef.com/problems/COPRIME3 //Cyka Möbius
1703,number_theory,http://www.spoj.com/problems/PSTR/ //Cyka Möbius
1704,number_theory,http://codeforces.com/problemset/problem/803/F //Cyka Möbius
1705,number_theory,https://devskill.com/CodingProblems/ViewProblem/23
1706,number_theory,http://codeforces.com/contest/731/problem/F 4
1707,number_theory,12031 UVA (8)
1708,number_theory,http://codeforces.com/contest/722/problem/F (8)
1709,number_theory,http://codeforces.com/contest/716/problem/C 4
1710,number_theory,http://codeforces.com/contest/711/problem/E (8)
1711,number_theory,http://codeforces.com/contest/710/problem/D (6)
1712,number_theory,13154 (UVA) 7
1713,number_theory,13166 (UVA) 5
1714,number_theory,11962 (UVA) 2
1715,number_theory,11718 UVA 3
1716,number_theory,11510 UVA (5)
1717,number_theory,11538 UVA (3) //good one — just math
1718,number_theory,11556 UVA (1)
1719,number_theory,http://codeforces.com/contest/757/problem/E (8)
1720,number_theory,http://codeforces.com/contest/758/problem/F (7)
1721,number_theory,11481 UVA (4)
1722,number_theory,11237 UVA (4) //Nice — seems like knapsbag but it it not
1723,number_theory,11155 UVA (4) //Almost as previous problem
1724,number_theory,11038 UVA (3) //counting digits on interval
1725,number_theory,http://codeforces.com/contest/763/problem/C (7)
1726,number_theory,11087 UVA (4) //Sums of two numbers divisible with <=500 (10^5)
1727,number_theory,http://codeforces.com/contest/678/problem/C 2 //LCM
1728,number_theory,http://codeforces.com/problemset/problem/665/F (8) //p^3 | p*q
1729,number_theory,http://www.spoj.com/problems/LCMSUM/ //Vzorec v knihovničce
1730,number_theory,"http://www.spoj.com/problems/FRNDZND/ (2) // (size 1 == 1, else 0)"
1731,number_theory,http://www.spoj.com/problems/EXPOR/ //bit-by-bit (+ formula)
1732,number_theory,http://www.spoj.com/problems/FACTDIV/ (5) //dyn-update of ans/factors GOOD
1733,number_theory,http://www.spoj.com/problems/PAIRDIV/ (6) //cyka möbius -_-
1734,number_theory,http://www.spoj.com/problems/FCDC/ (4) //keep factorized factorial 
1735,number_theory,http://www.spoj.com/problems/NTHPRIME/ (7) // BS + NumPrime GOOD!!
1736,number_theory,http://www.spoj.com/problems/DIVFACT3/ (7) // Sieve 10^8 + sqrt search
1737,number_theory,http://www.spoj.com/problems/DIVFACT4/ (8) // Prime count
1738,number_theory,http://codeforces.com/contest/776/problem/C (4) //segments div. by number
1739,number_theory,"http://codeforces.com/contest/776/problem/E (6) //vypsat cisla: f(N)=Phi(N),g(N)=N"
1740,number_theory,http://www.spoj.com/problems/PHT/ (2) //easy BS (NN+2N) mby math?
1741,number_theory,http://www.spoj.com/problems/GCDEX/ (7) //OEIS A006579 — enough [well imp]
1742,number_theory,http://www.spoj.com/problems/APS/ (3) //just sieve + generate
1743,number_theory,"http://www.spoj.com/problems/WPC5I/ (3)//fc: C[a]!=C[b]:F[a]^max(C[a],C[b])"
1744,number_theory,http://www.spoj.com/problems/SPEC_SET/ N→N/k→N/k/k
1745,number_theory,http://www.spoj.com/problems/DCEPC11B/ (5) //Wilson't theorem!
1746,number_theory,http://www.spoj.com/problems/FACTMULN/ (5) //each f[i]/c[i] separately
1747,number_theory,http://www.spoj.com/problems/SPCM/ (4) //just factorisation + prime check (10^12)
1748,number_theory,http://www.spoj.com/problems/TWOGAME/ (5) //gcd == Power of 3 => YES
1749,number_theory,http://www.spoj.com/problems/MKEQUAL/ (2) //Chceck if sum is divisible by N
1750,number_theory,http://www.spoj.com/problems/TIPTOP/ (3) //sqrt(N)==N? NICE!!
1751,number_theory,http://www.spoj.com/problems/PSYCHON/ (4) // fast factorisation
1752,number_theory,http://www.spoj.com/problems/ENIGMATH/ (1) // swap and div by gcd
1753,number_theory,http://www.spoj.com/problems/SNGPG/ (3) // prime gen + check
1754,number_theory,http://codeforces.com/contest/795/problem/A (2) //brute-force
1755,number_theory,http://codeforces.com/contest/801/problem/E (6) //NICE! — Clique-DAG + inversion
1756,number_theory,http://codeforces.com/contest/798/problem/C (4) //GCD == at the beginning OR 2
1757,number_theory,"http://codeforces.com/contest/803/problem/C (3) //Only ""low"" K and just divisors"
1758,number_theory,10830 (4) //simple add 2→ sqrt(N) + their mirrors
1759,number_theory,http://codeforces.com/contest/817/problem/A (2) //check division + parity
1760,number_theory,13209 UVA (3) //Simple simulation of division (+states rememberance)
1761,number_theory,http://codeforces.com/contest/834/problem/C (4) //Has cube-root + both num divisible by cuberoot
1762,number_theory,http://codeforces.com/contest/837/problem/E (5) //Factorisation + GCD attributes
1763,number_theory,http://www.spoj.com/problems/SUMMATION/ (3) //Number contribution: 2^(N-1)
1764,number_theory,http://www.spoj.com/problems/SECTORS/ (4) //Odd len OR sum of odd indices == sum of even
1765,number_theory,http://www.spoj.com/problems/IITKWPCM/ (6) //VERY NICE — Gauss's generalisation of Wilsons Theorem
1766,number_theory,http://www.spoj.com/problems/UCV2013A/ (4) //N*(N^L-1)/(N-1)
1767,number_theory,http://www.spoj.com/problems/KIMO1/ (4) //NICE — Adding/Subing by modulus
1768,number_theory,http://www.spoj.com/problems/AFS2/ (4) //Sum of divisort (sqrt(N)) — (+128int)
1769,number_theory,http://www.spoj.com/problems/FUNNUMS/ (4) //Permutations (get ith + guess ith)
1770,number_theory,http://www.spoj.com/problems/MAY99_3/ (3) //GCD
1771,number_theory,http://www.spoj.com/problems/PUCMM334/ (3) //Classical hats problem
1772,number_theory,http://www.spoj.com/problems/LCPC11B/ (4) //Factorize + count all subsets
1773,number_theory,http://www.spoj.com/problems/THREENUMBERS/ (2) //EASY & NICE [lcm]
1774,number_theory,http://www.spoj.com/problems/GAMES/ (2) //EASY&NICE — Go discrete (by 10^k) → 10^k/GCD
1775,number_theory,http://www.spoj.com/problems/SUBSHARD/ (4) //dig*10^sufix*(choose sufix)*^Prefix [VERY NICE]
1776,number_theory,http://www.spoj.com/problems/INVDIV/ (6) //Sum of divisors function + factorisation [NICE]
1777,number_theory,http://www.spoj.com/problems/JNEXT/ (2) //EASY — Zahřívačka pro prváky
1778,number_theory,http://www.spoj.com/problems/TSHOW1/ (3) //NICE — Almost as binary repre with 5/6
1779,number_theory,http://codeforces.com/contest/859/problem/B (2) //Easy by iteration
1780,number_theory,"http://codeforces.com/contest/861/problem/A (2) //5,2 division [EASY]"
1781,number_theory,http://www.spoj.com/problems/ABA12D/ (4) //NICE — Formula for sum divisors Prod(Sum(fac-powers))
1782,number_theory,http://www.spoj.com/problems/MAIN74/ (3) //Fibo's
1783,number_theory,http://www.spoj.com/problems/NOSQ/ (3) //Sieve + Digit check
1784,number_theory,http://www.spoj.com/problems/SQUAREV1/ (3) //NICE (but dumb code limit)
1785,number_theory,http://codeforces.com/contest/597/problem/A (1) //Simple if+2*Divide
1786,number_theory,http://www.spoj.com/problems/STREETR/ (3) //Easy [GCD]
1787,number_theory,http://www.spoj.com/problems/HPYNOSII/ (3) //<=1000 after first move
1788,number_theory,http://www.spoj.com/problems/HPYNOS/ (1) //Same as above — 1 number
1789,number_theory,http://www.spoj.com/problems/IITD4/ (3) //Brute-force [sieve-like]
1790,number_theory,http://www.spoj.com/problems/GIRLSNBS/ (2) //Some easy formula
1791,number_theory,http://www.spoj.com/problems/GUESSTHE/ (2) //NICE [EASY][LCM]
1792,number_theory,http://codeforces.com/contest/867/problem/B (2) //NICE [observation][1 2]
1793,number_theory,http://www.spoj.com/problems/NDIVPHI/ (4) //NICE — Multiple of lowest primes [BIG-INT]
1794,number_theory,http://www.spoj.com/problems/NDIVPHI2/ (5) //NICE — Same as above [bigger constraints]
1795,number_theory,http://codeforces.com/contest/6/problem/A (1) //Triangle check (4 pts)
1796,number_theory,http://codeforces.com/contest/869/problem/B (1) //Answer is usually 0
1797,number_theory,http://codeforces.com/contest/9/problem/C (2) //Bases (2→ 10)
1798,number_theory,http://codeforces.com/contest/20/problem/B (2) //Ax^2+Bx+C=0 (find roots)
1799,number_theory,http://codeforces.com/contest/27/problem/E (5) //[VERY NICE]: Factorisation+Recursion
1800,number_theory,http://codeforces.com/contest/32/problem/C (3) //DSU works too
1801,number_theory,http://codeforces.com/contest/872/problem/C (3) //NICE — Compose of 4 (mby one 6 or 9)
1802,number_theory,http://codeforces.com/contest/876/problem/B (3) //Group by modulo
1803,observation,http://www.spoj.com/problems/ADABANKET/ //Observation (but Stoer-Wagner works too)
1804,observation,http://codeforces.com/contest/922/problem/C (3) //Note that K is always very low
1805,observation,http://codeforces.com/contest/912/problem/B (2) //Bits/XOR
1806,observation,http://codeforces.com/contest/911/problem/D (3) //[VERY NICE]
1807,observation,http://codeforces.com/contest/902/problem/E (5) //[VERY NICE] //LCT works too
1808,observation,7589 Rearranging a Sequence (3) //Print from back and then real
1809,observation,http://codeforces.com/gym/101630 {A}(6) //[NICE][STL]
1810,observation,http://codeforces.com/contest/122/problem/B (1) //just 4 or 7
1811,observation,http://codeforces.com/contest/116/problem/E (6) //[NICE][COMBINATORICS][FIND ANY]
1812,observation,http://codeforces.com/contest/892/problem/D (4) //NICE [SORTING]
1813,observation,http://codeforces.com/contest/897/problem/E (5) //[NICE][SET] //2 will beat all
1814,observation,7730 To begin or not to begin (3) //Parity
1815,observation,http://codeforces.com/contest/122/problem/D (4) //[NICE] Sweep /OR/ cycle
1816,observation,http://codeforces.com/contest/128/problem/D (6) //Normalize + Sweeps
1817,oeis,6591 — Bus (2) //2^N-1
1818,oeis,12004 UVA 2
1819,oeis,11273 UVA 5 //https://oeis.org/A001088
1820,oeis,11077 UVA 3 //https://oeis.org/A094638
1821,oeis,http://www.spoj.com/problems/VECTAR5/ 3 //https://oeis.org/A038721
1822,oeis,http://www.spoj.com/problems/ESYRCRTN/ 2 //generate and see
1823,oeis,http://www.spoj.com/problems/IITWPC4B/ 3 //http://oeis.org/A005044
1824,oeis,http://www.spoj.com/problems/POLCONST/ (4) //A003401+Fermat Number (Prime)
1825,oeis,http://www.spoj.com/problems/CUTCAKE/ (3) // pattern [1 22 333 4444 55555]
1826,oeis,10872 UVA 3 //Alcuin's Sequence
1827,oeis,http://www.spoj.com/problems/LOVINGPW/ (3) //A000788
1828,oeis,http://www.spoj.com/problems/CBANK/ (3) //A000292 Tetrahedral numbers
1829,oeis,http://www.spoj.com/problems/GUMATH2/ (4) //A000240 Modulo by MOD*2
1830,oeis,http://www.spoj.com/problems/MATHII/ (4) //A006218 (Two formulas => sqrt(N))
1831,oeis,http://www.spoj.com/problems/KOPC12B/ (4) //A002457 (factorial + factorial modular)
1832,oeis,http://www.spoj.com/problems/YUMMY/ (4) //A006534 
1833,oeis,http://www.spoj.com/problems/ADV04B1/ (5) //A001850
1834,oeis,http://www.spoj.com/problems/FLWRS/ (4) //A002464
1835,oeis,http://www.spoj.com/problems/RANJAN02/ (3) //A024023
1836,oeis,http://www.spoj.com/problems/BOMARBLE/ (2) //A000326
1837,oeis,http://codeforces.com/contest/57/problem/C (4) //A045992
1838,oeis,http://codeforces.com/contest/918/problem/A (1) //Fibo
1839,offline,http://www.spoj.com/problems/ADARAIN/
1840,offline,http://www.spoj.com/problems/ADARAINB/
1841,offline,http://www.spoj.com/problems/ADAROBOT/
1842,offline,http://codeforces.com/gym/101840 I //[NICE][PREPROCESS]
1843,offline,http://codeforces.com/problemset/problem/816/B //Easier ST
1844,offline,11266 UVA (6) //slightly knapsack || [NICE]
1845,offline,http://codeforces.com/contest/761/problem/F (7)
1846,offline,http://www.spoj.com/problems/UPDATEIT/ (2) //basic method
1847,offline,13189 UVA (4) //simulation + sort queries
1848,offline,http://www.spoj.com/problems/HAYBALE/ (3) //Basic sum + sort (segment tree would work too)
1849,offline,http://codeforces.com/gym/101597/problem/H (6) //Offline 2D sum + geometry
1850,palindromes,http://codeforces.com/gym/101806/problem/Q (4) //[HASHING][PALINDROMIC-TREE]
1851,palindromes,http://codeforces.com/contest/897/problem/B (2) //Palindromic numbers [EASY][FIRST]
1852,palindromes,http://codeforces.com/contest/883/problem/H (3) //Make as least odd as possible
1853,palindromes,"http://code-festival-2017-qualc.contest.atcoder.jp/tasks/code_festival_2017_qualc_c (3) //Similar to remove-dp, but greedy"
1854,palindromes,http://code-festival-2017-qualc.contest.atcoder.jp/tasks/code_festival_2017_qualc_d (4) //DP with greedy thinking
1855,palindromes,http://codeforces.com/contest/59/problem/C (3) //Implementation [constructive]
1856,palindromes,UVA 13092 //manacher
1857,palindromes,http://www.spoj.com/problems/MSUBSTR/ //manacher
1858,palindromes,UVA 11888 //manacher
1859,palindromes,https://www.hackerrank.com/contests/101hack35/challenges/circular-palindromes //manacher
1860,palindromes,UVA 12378 //manacher
1861,palindromes,https://www.hackerrank.com/contests/world-codesprint-5/challenges/challenging-palindromes //SA
1862,palindromes,http://www.spoj.com/problems/NUMOFPAL/ //Palindromic Tree
1863,palindromes,http://codeforces.com/problemset/problem/245/H //# of palindromes [DP]
1864,palindromes,http://www.spoj.com/problems/ANAGR/ 2 //frequency + palindromes
1865,palindromes,http://www.spoj.com/problems/AMR12D/ (1) //Palindrome check //Zahrivacka pro prvaky
1866,palindromes,http://codeforces.com/problemset/problem/835/D //Hashing
1867,palindromes,http://codeforces.com/contest/137/problem/D (4) //[NICE][DP]
1868,patter-matching,11019 UVA (5)
1869,permutations,http://codeforces.com/contest/137/problem/B (1) //Frequency + size
1870,permutations,http://codeforces.com/contest/136/problem/A (1) //Permutation cycles
1871,permutations,http://codeforces.com/contest/844/problem/C 3 //NICE Permutations in array
1872,permutations,http://codeforces.com/contest/48/problem/D (3) //NICE [frequency array]
1873,permutations,http://codeforces.com/contest/56/problem/B (2) //Restore from 1 reverse [EASY]
1874,permutations,http://codeforces.com/contest/122/problem/D (5) //NICE [BRUTE-FORCE]//ONLY BACK MATTERS
1875,persistent_segment_tree,http://codeforces.com/contest/893/problem/F (6) //[VERY NICE][EULER TOUR]
1876,persistent_segment_tree,http://codeforces.com/contest/813/problem/E (6) //Easy but hard data structure
1877,preprocess,http://www.spoj.com/problems/ADAPLUS/
1878,preprocess,http://www.spoj.com/problems/ADASQR/ [Monotone Queue]
1879,preprocess,http://codeforces.com/gym/101889 L //[NICE][PREFIX SUM][BINARY SEARCH]
1880,preprocess,http://codeforces.com/contest/120/problem/D (3) //But maybe work naively ?!
1881,preprocess,http://codeforces.com/contest/48/problem/B (2) //2D Prefix Sum [BF prolly works too]
1882,preprocess,http://codeforces.com/problemset/problem/761/F
1883,preprocess,UVA 10360 //2D Prefix Sum
1884,preprocess,UVA 983 //2D Prefix Sum
1885,preprocess,http://codeforces.com/contest/777/problem/C (4) //NICE
1886,preprocess,http://codeforces.com/contest/818/problem/C (4) //Prefix Sum
1887,preprocess,http://codeforces.com/contest/834/problem/B (2) //26 queries — NICE rozehrivacka pro prvaky
1888,preprocess,http://www.spoj.com/problems/RANGESUM/ (4) //NICE: Offline (delta) + Prefix Sum
1889,preprocess,http://www.spoj.com/problems/RANDG/ (3) //NICE [but too low bounds] [PrefixSum] [Try all indexes]
1890,preprocess,http://www.spoj.com/problems/HARSHAD/ (3) //Sieve + simple function
1891,preprocess,http://www.spoj.com/problems/PUCMM210/ (3) //Number theory (thinking not necessary)
1892,preprocess,http://www.spoj.com/problems/BCAKE/ (3) //Prefix sum of rectangle + N^4
1893,preprocess,http://www.spoj.com/problems/PAIRSUM/ (4) //VERY NICE — Prefix sum + Prefix PW sum
1894,preprocess,http://www.spoj.com/problems/MAIN111/ (3) //Sieve + Brute Force (answer in O(1))
1895,preprocess,http://www.spoj.com/problems/PLUSEVI/ (4) //NICE — There are not many of them
1896,preprocess,http://codeforces.com/contest/18/problem/C (2) //Prefix sum End==2*i
1897,preprocess,http://codeforces.com/contest/873/problem/B (2) //Search for same prefix (+/-1)
1898,preprocess,http://codeforces.com/contest/33/problem/C (4) //Prefix sum + Sweep from back + sweep from front
1899,preprocess,http://codeforces.com/contest/872/problem/B (3) //Sweep from both sides (RMQ works too)
1900,prime-count,http://www.spoj.com/problems/NTHPRIME/
1901,prime-count,http://www.spoj.com/problems/DIVFACT4/
1902,prime-count,http://codeforces.com/problemset/problem/665/F
1903,prime-count,https://www.codechef.com/problems/CNTPRIME
1904,prime-count,http://www.spoj.com/problems/SUMPRIM1/
1905,prime-count,http://www.spoj.com/problems/SUMPRIM2/ [NO — hard]
1906,prime-count,https://www.hackerrank.com/contests/projecteuler/challenges/euler010/problem //easy
1907,prime-testing,http://www.spoj.com/problems/ADAGIFT/
1908,prime-testing,http://www.spoj.com/problems/PON/en/
1909,prime-testing,http://www.spoj.com/problems/DAYOUT2C/en/ [EASY]
1910,prime-testing,Project Euler #60: Prime pair sets
1911,prime-testing,Project Euler #58: Spiral primes
1912,prime-testing,Project Euler #131: Prime cube partnership
1913,prime-testing,https://devskill.com/CodingProblems/ViewProblem/229
1914,prime-testing,https://devskill.com/CodingProblems/ViewProblem/327
1915,prime-testing,Gym 100753K [2015 German Collegiate Programming Contest (GCPC 15) + POI 10-T3]
1916,prime-testing,Project Euler #130: Composites with prime repunit property
1917,prime-testing,http://www.spoj.com/problems/ABA12A/ (3)
1918,prime-testing,10871 UVA (3) //Easy — fermat not necessary
1919,prime-testing,http://www.spoj.com/problems/POP1/ (4) //Fast primality testing (or somehow)
1920,prime-testing,http://www.spoj.com/problems/POP2/ (5) //NICE — same as above (yet with ll)
1921,prime-testing,http://www.spoj.com/problems/POP3/ (6) //same as above (yet with big)
1922,prime-testing,http://www.spoj.com/problems/DCEPC203/ (6) //NICE [optimalisation]
1923,prime-testing,http://www.spoj.com/problems/PRIMPERM/ (4) //NICE (next_perm + sieve)
1924,probability,http://codeforces.com/gym/101726/problem/B (4) //[NICE][DP][BRUTE-FORCE]
1925,probability,https://www.devskill.com/CodingProblems/ViewProblem/470 (3) //Brute Force
1926,probability,8262 — Knockout Tournament (4) [LA] //[NICE][SIMULATION] //Might not be working on LA (but on CF y)
1927,probability,http://codeforces.com/contest/912/problem/D (4) //[VERY NICE][EXPECT][DIJKSTRA]
1928,probability,http://codeforces.com/contest/908/problem/D (5) //[DP][MATH][INVERSION]
1929,probability,7821 — Elections (4) //[EASY][DP]
1930,probability,http://codeforces.com/gym/101620 {G}(5) //[VERY NICE][DIJKSTRA][EXPECTED VALUE]
1931,probability,http://codeforces.com/contest/110/problem/D (4) //[NICE][COMBINATORICS]
1932,probability,http://codeforces.com/contest/108/problem/D (4) //[NICE][SIMPLE][COMBINATORICS]
1933,probability,7619 — Guessing the Dice Roll (5) //[NICE][AHO][MATRIX EXPO]
1934,probability,7998 — Election (3) //Math works too [probability][DP]
1935,probability,LightOJ 1104 //Birthday Paradox
1936,probability,Gym 101064K [2016 USP Try-outs] //Birthday Paradox
1937,probability,11762 UVA (5)
1938,probability,11427 UVA (5)
1939,probability,11348 UVA (2)
1940,probability,http://codeforces.com/contest/768/problem/D (4) //With DP
1941,probability,http://www.spoj.com/problems/IITWPC4J/ (4) //with DP
1942,probability,10828 UVA (5) //Nice problem but bad statemend: Expected value of visits MC
1943,probability,10777 UVA (4) //NICE — yet solvable with DP
1944,probability,http://codeforces.com/contest/839/problem/C (3) //NICE & Easy => Tree
1945,probability,http://www.spoj.com/problems/ZCR/ (3) //Easy (+DP)
1946,probability,http://www.spoj.com/problems/IITKWPCN/ (2) //Easy — Odd/Eve (black balls)
1947,probability,http://codeforces.com/contest/846/problem/F (5) // Expected number of unique elements
1948,probability,http://www.spoj.com/problems/BTCODE_H/ (4) //DP (but main GROW is idea)
1949,probability,http://codeforces.com/contest/867/problem/D (5) //VERY NICE [DP]
1950,probability,http://codeforces.com/contest/24/problem/D (5) //VERY NICE [DP]+[TIME]
1951,probability,http://codeforces.com/contest/28/problem/C (4) //VERY NICE [DP]
1952,recursion,8255 — Dunglish LA //Finding all possibilities
1953,recursion,http://codeforces.com/contest/915/problem/C (4) //[NICE][DP-works-too][GREEDY]
1954,recursion,http://codeforces.com/contest/134/problem/B (4) //Number Theory
1955,recursion,http://codeforces.com/contest/897/problem/C (4) //+Slightly [DP]
1956,recursion,6585 — Draughts (4) //[NICE][BACKTRACK][DFS]
1957,recursion,http://codeforces.com/contest/68/problem/D (5) //[NICE] Keep max and kill branches
1958,recursion,UVA 536 //Tree from dfs
1959,recursion,UVA 12347 //BST from preorder
1960,recursion,http://www.spoj.com/problems/GOC11A/ 4
1961,recursion,13170 UVA (7) //heavy implementation — but NICE!
1962,recursion,10854 UVA (3) //if/else
1963,recursion,http://codeforces.com/contest/31/problem/D (4) //[NICE] Brute-force by recursion
